Year_of_Study,Previous_GPA,Attendance_Percentage,CAT_1_Score,CAT_2_Score,Assignment_Score,Total_Internal_Marks,At_Risk
4,3.35,96,3,12,5,20,0
4,3.67,95,11,10,8,29,0
3,3.07,68,11,4,5,20,0
4,3.17,75,7,4,3,14,1
4,1.82,66,12,10,2,24,0
4,3.86,77,13,8,6,27,0
1,1.83,68,2,5,6,13,1
1,3.44,76,12,2,7,21,1
1,2.16,97,14,8,8,30,0
4,3.83,68,5,11,4,20,0
1,3.3,82,13,7,8,28,0
4,3.38,56,11,4,1,16,0
1,2.05,78,12,15,6,33,0
1,2.61,92,6,6,6,18,0
2,3.04,54,3,4,3,10,1
3,3.42,79,3,9,9,21,0
4,1.76,98,8,6,5,19,0
2,3.91,92,8,11,1,20,0
1,3.73,57,7,11,7,25,0
4,2.18,91,2,7,10,19,0
1,3.56,61,13,3,3,19,0
3,2.8,91,14,9,10,33,0
2,2.65,62,13,10,10,33,0
3,2.29,75,4,4,4,12,1
2,2.95,67,10,14,6,30,0
1,3.32,91,11,7,8,26,0
3,2.53,98,2,7,4,13,1
3,3.07,69,3,3,9,15,0
1,3.25,65,9,11,8,28,0
3,3.28,86,8,9,10,27,0
4,1.63,52,10,6,10,26,0
2,3.65,76,11,12,6,29,0
2,2.65,64,13,12,7,32,0
2,2.16,83,13,9,8,30,0
4,2.1,94,5,15,2,22,0
2,2.71,71,5,14,5,24,0
1,3.72,89,8,15,7,30,0
3,2.45,72,2,9,8,19,0
4,3.37,98,11,13,5,29,0
2,1.74,53,13,4,3,20,0
1,2.69,90,10,6,6,22,0
3,3.98,72,3,8,5,16,1
3,3.43,96,2,6,8,16,1
4,2.03,58,8,7,9,24,0
4,2.75,73,7,3,9,19,0
4,2.08,70,13,9,6,28,0
1,2.52,90,4,6,4,14,1
1,3.45,95,2,7,4,13,1
4,3.43,65,13,2,9,24,0
2,2.07,74,6,11,4,21,0
3,3.81,75,11,3,8,22,0
3,2.98,98,15,12,9,36,0
1,2.45,94,5,5,5,15,1
3,2.75,58,6,12,6,24,0
2,3.01,64,2,10,3,15,0
3,2.9,88,2,7,5,14,1
1,2.72,82,6,9,5,20,0
1,2.76,50,7,3,2,12,1
2,1.94,54,6,11,10,27,0
2,3.53,58,3,6,6,15,1
3,2.85,93,10,13,9,32,0
3,1.83,55,6,13,7,26,0
1,3.42,77,12,14,8,34,0
2,3.83,94,12,2,2,16,1
2,3.87,75,6,5,9,20,0
2,2.42,77,11,11,3,25,0
3,1.84,89,10,2,10,22,0
2,2.8,64,4,12,5,21,0
1,1.78,55,6,12,7,25,0
1,3.83,76,14,10,4,28,0
3,1.96,87,13,3,7,23,0
4,2.13,53,6,8,8,22,0
3,2.52,60,3,4,10,17,1
4,2.46,70,12,15,10,37,0
2,3.49,79,5,3,4,12,1
3,2.64,67,12,14,5,31,0
1,1.93,84,12,5,3,20,0
2,2.17,52,3,8,5,16,1
1,2.77,61,6,8,8,22,0
2,1.87,76,11,10,3,24,0
3,3.03,79,14,13,5,32,0
4,2.91,70,13,14,10,37,0
2,3.29,87,3,4,1,8,1
4,3.84,70,11,8,2,21,0
2,3.78,87,15,7,3,25,0
1,3.87,89,10,11,1,22,0
1,2.11,64,11,8,9,28,0
2,1.83,67,7,8,9,24,0
4,2.26,78,9,11,5,25,0
3,3.74,97,10,6,4,20,0
3,3.93,87,14,10,5,29,0
1,3.65,70,9,8,4,21,0
3,1.78,66,6,8,5,19,1
1,3.87,90,6,13,7,26,0
3,2.56,67,7,15,8,30,0
2,1.52,86,15,4,2,21,0
1,2.61,87,2,2,4,8,1
1,1.62,61,14,15,8,37,0
2,2.86,60,12,15,7,34,0
1,2.35,97,9,6,9,24,0
3,2.68,98,3,9,5,17,0
3,3.03,69,7,6,6,19,0
1,3.67,58,15,11,8,34,0
3,3.15,50,15,4,5,24,0
4,2.59,52,10,10,9,29,0
1,3.55,70,14,3,4,21,0
2,3.76,72,4,4,8,16,1
4,1.8,58,3,13,3,19,0
1,2.83,68,11,5,5,21,0
2,2.21,94,6,11,8,25,0
3,1.62,95,12,2,10,24,0
2,3.17,68,10,12,7,29,0
4,3.66,72,7,5,1,13,1
3,1.91,76,15,5,4,24,0
1,3.53,76,9,10,2,21,0
3,3.63,88,9,9,2,20,0
1,3.79,85,8,3,7,18,1
1,2.16,61,6,14,3,23,0
2,3.76,76,3,8,3,14,1
2,2.3,95,15,7,6,28,0
2,2.88,83,11,8,6,25,0
4,1.63,82,11,12,1,24,0
4,1.61,77,6,5,1,12,1
2,3.3,80,13,15,6,34,0
4,2.61,81,8,15,7,30,0
3,2.14,99,13,6,9,28,0
3,1.98,69,13,7,4,24,0
4,3.17,89,8,10,10,28,0
4,1.5,84,12,3,6,21,0
3,3.51,80,14,12,3,29,0
1,1.7,80,3,10,4,17,1
3,1.98,87,8,11,9,28,0
3,2.47,71,7,2,1,10,1
4,2.71,94,8,5,5,18,1
3,2.39,90,12,13,7,32,0
4,2.3,58,9,6,3,18,0
4,3.91,58,5,10,2,17,1
2,3.1,64,2,7,2,11,1
3,1.56,62,9,5,1,15,1
1,2.58,71,9,3,5,17,0
2,3.69,65,4,6,3,13,1
4,2.25,81,4,9,7,20,0
4,1.74,51,6,9,1,16,1
1,3.4,75,15,7,9,31,0
4,3.02,63,4,12,2,18,0
3,2.93,87,15,2,8,25,0
2,1.63,83,6,9,10,25,0
4,1.85,57,9,5,4,18,0
4,3.06,85,2,15,6,23,0
1,2.02,70,3,3,9,15,1
3,2.76,95,3,2,7,12,1
4,2.86,92,13,8,8,29,0
1,2.21,77,5,3,7,15,1
4,3.87,95,10,14,2,26,0
1,3.61,93,3,5,9,17,1
1,3.31,97,13,5,1,19,0
3,1.69,55,15,14,2,31,0
4,1.77,69,12,11,3,26,0
3,2.73,80,14,2,3,19,0
1,1.9,82,13,3,10,26,0
2,3.95,93,10,2,4,16,1
4,1.9,56,8,7,5,20,0
2,2.72,57,11,14,6,31,0
4,2.41,58,9,4,1,14,1
3,3.1,51,2,2,8,12,1
3,1.82,66,14,13,6,33,0
3,2.58,94,6,9,10,25,0
3,2.19,86,10,15,9,34,0
3,3.72,91,13,13,5,31,0
2,1.6,93,5,15,7,27,0
3,3.78,66,3,5,4,12,1
1,3.58,87,7,11,6,24,0
1,2.24,84,3,8,6,17,1
2,3.47,96,4,11,4,19,1
4,1.58,88,15,3,6,24,0
1,3.92,79,9,7,8,24,0
4,2.82,55,4,7,5,16,1
2,2.26,53,3,8,2,13,1
4,2.41,86,7,13,9,29,0
4,1.67,84,15,2,4,21,0
4,3.97,58,4,15,4,23,0
4,1.6,55,2,13,7,22,0
2,3.14,62,13,2,10,25,0
1,2.61,71,15,3,10,28,0
3,3.87,77,15,15,6,36,0
4,2.11,79,4,12,4,20,0
1,2.83,85,7,3,6,16,1
1,2.71,51,4,6,3,13,1
2,3.26,85,10,2,7,19,0
1,1.67,57,8,12,6,26,0
2,1.98,94,15,3,3,21,0
4,2.04,91,6,7,1,14,1
4,3.35,99,3,4,10,17,0
3,1.97,58,10,5,5,20,0
3,2.93,50,6,2,10,18,0
3,2.04,62,8,6,2,16,0
1,3.65,99,10,5,7,22,0
4,3.86,64,5,9,7,21,0
2,2.8,81,10,4,4,18,0
3,2.38,83,2,11,6,19,0
2,2.09,92,13,2,1,16,0
2,1.62,80,7,15,2,24,0
3,2.17,63,3,14,6,23,0
4,3.14,96,9,11,2,22,0
3,2.83,63,6,6,4,16,0
2,3.86,97,4,15,4,23,0
3,2.49,78,3,2,10,15,1
2,3.23,96,9,12,9,30,0
2,2.72,68,8,6,10,24,0
3,2.78,76,10,10,7,27,0
1,2.17,58,9,6,7,22,0
3,2.64,86,12,3,1,16,1
1,2.68,86,5,14,5,24,0
2,3.27,92,3,3,3,9,1
2,3.85,77,15,11,3,29,0
1,2.32,73,14,10,6,30,0
2,1.61,77,3,13,4,20,0
1,2.74,85,3,15,8,26,0
1,2.86,67,15,6,4,25,0
2,1.92,74,12,12,8,32,0
4,3.4,84,13,9,4,26,0
1,3.96,53,7,11,3,21,1
3,3.86,63,8,5,5,18,0
3,1.99,88,13,3,5,21,0
2,3.69,75,7,5,10,22,0
4,3.26,57,3,13,10,26,0
2,2.63,73,5,12,1,18,1
4,2.85,65,4,5,8,17,0
1,3.62,69,12,12,8,32,0
1,2.7,64,14,10,8,32,0
1,2.43,56,5,11,10,26,0
1,2.73,66,6,12,4,22,0
3,2.95,71,8,7,9,24,0
3,1.97,71,15,11,10,36,0
2,3.75,61,10,7,3,20,0
4,3.19,67,12,6,7,25,0
1,3.08,95,3,7,6,16,1
1,1.75,96,9,2,9,20,0
4,3.01,64,4,14,4,22,0
4,1.8,86,10,6,4,20,0
2,1.7,65,11,13,6,30,0
4,2.82,54,13,7,8,28,0
1,2.51,51,5,9,3,17,1
1,2.97,77,4,5,8,17,1
1,1.72,90,11,15,8,34,0
1,2.58,76,7,6,7,20,1
1,1.94,80,11,5,7,23,0
2,3.97,90,14,8,5,27,0
1,2.9,85,10,11,2,23,0
2,3.22,96,8,7,2,17,0
1,2.31,92,5,15,10,30,0
3,1.74,50,4,5,8,17,1
3,3.94,99,11,7,6,24,0
3,2.22,78,5,14,8,27,0
3,2.56,50,4,5,3,12,1
2,3.12,57,13,13,1,27,0
2,1.56,65,4,9,6,19,0
4,3.53,77,13,12,2,27,0
1,2.84,71,15,4,9,28,0
3,2.2,67,14,9,5,28,0
2,1.65,71,10,14,5,29,0
1,1.91,90,5,3,10,18,0
1,3.74,61,10,7,8,25,0
2,3.22,68,13,9,6,28,0
3,2.12,74,11,2,3,16,0
4,1.66,99,6,7,9,22,0
1,3.23,54,8,10,10,28,0
4,2.93,83,15,14,4,33,0
3,2.51,88,6,11,10,27,0
3,2.41,59,2,11,4,17,1
4,2.04,96,3,3,2,8,1
3,3.17,56,12,12,3,27,0
1,3.93,86,6,14,4,24,0
4,1.94,96,7,2,7,16,1
3,2.99,64,8,3,3,14,1
4,2.56,91,3,6,8,17,1
1,2.62,73,11,7,8,26,0
3,2.14,75,10,2,10,22,0
1,3.56,75,7,8,2,17,1
3,2.71,95,3,12,4,19,0
2,2.86,75,3,5,8,16,1
3,2.26,59,4,10,1,15,1
4,1.95,66,2,7,1,10,1
3,1.71,63,10,10,4,24,0
1,3.29,51,15,2,2,19,1
1,1.99,97,11,5,1,17,0
3,3.23,62,12,3,8,23,0
4,2.48,76,5,7,2,14,1
2,2.54,58,6,5,4,15,1
4,2.67,56,8,10,3,21,0
2,2.42,97,2,15,2,19,1
1,1.75,59,4,4,8,16,1
4,2.27,58,15,2,3,20,0
2,3.16,71,4,12,9,25,0
3,3.16,72,3,14,10,27,0
1,2.22,56,9,12,5,26,0
3,2.65,97,6,2,9,17,0
1,1.98,58,2,13,3,18,0
4,2.03,76,13,10,5,28,0
4,1.56,73,3,10,10,23,0
1,3.74,78,2,6,6,14,1
1,2.03,66,7,3,9,19,0
1,2.07,69,10,10,8,28,0
4,2.2,56,12,14,2,28,0
2,1.82,92,8,13,2,23,0
3,3.1,89,6,14,5,25,0
3,1.69,56,13,9,5,27,0
4,1.84,77,14,14,5,33,0
3,3.11,68,4,12,4,20,0
1,2.35,69,13,11,8,32,0
2,3.27,93,13,11,5,29,0
3,2.89,88,9,7,1,17,0
2,2.14,89,11,8,10,29,0
1,3.13,56,5,13,5,23,0
3,1.79,55,10,7,1,18,0
4,2.84,74,6,6,4,16,1
2,2.59,90,15,5,1,21,0
1,2.17,62,7,8,6,21,0
2,3.01,88,6,5,6,17,1
3,3.68,89,11,11,1,23,0
3,4.0,71,13,11,8,32,0
4,3.02,98,12,11,4,27,0
1,2.51,66,8,10,2,20,0
1,2.06,97,8,6,1,15,1
4,2.14,71,2,9,3,14,1
4,2.7,83,3,13,7,23,0
1,2.42,57,8,14,10,32,0
2,3.78,98,9,13,10,32,0
2,2.42,94,5,13,8,26,0
4,2.43,67,7,7,5,19,0
2,2.46,73,12,5,7,24,0
1,3.59,91,13,13,2,28,0
3,3.13,51,11,4,4,19,0
3,3.04,51,4,12,6,22,0
2,2.34,76,8,7,5,20,0
4,3.54,63,12,2,6,20,0
4,1.6,97,4,3,2,9,1
4,3.68,88,12,8,7,27,0
4,2.78,61,8,5,8,21,0
4,2.5,81,13,6,9,28,0
2,2.74,77,12,12,6,30,0
3,3.17,77,13,11,7,31,0
3,1.53,95,12,2,1,15,1
2,3.68,74,9,3,9,21,0
4,2.62,53,4,5,6,15,1
2,2.36,75,3,9,4,16,1
3,1.85,85,13,11,10,34,0
1,2.6,99,7,5,9,21,0
2,2.74,52,5,15,1,21,0
4,2.51,50,9,4,2,15,1
3,3.2,66,14,4,3,21,1
3,2.55,56,15,13,1,29,0
3,3.9,97,3,6,2,11,1
3,3.0,54,5,4,2,11,1
4,3.52,68,3,9,7,19,0
1,1.77,88,15,6,10,31,0
3,2.49,95,3,13,6,22,0
2,2.34,83,3,15,9,27,0
1,2.92,84,2,13,5,20,0
3,3.65,98,5,15,9,29,0
1,1.7,65,3,8,10,21,0
2,1.68,89,10,12,9,31,0
3,3.63,99,10,9,2,21,0
2,2.03,96,12,6,9,27,0
4,3.17,88,12,9,3,24,0
